,id,movie,year,imdb,metascore,votes,runtime,genres,storyPlot,director,actor1,actor2,actor3,actor4,actor1_as,actor2_as,actor3_as,actor4_as,actor1_pic,actor2_pic,actor3_pic,actor4_pic,director_link,actor1_link,actor2_link,actor3_link,actor4_link,links,small_posters,google_image1,google_image2,google_image3,google_image4,google_image5
10,10,Armageddon Time,2022,7.0,74,162,115,Drama            ,A coming-of-age story about growing up in Queens in the 1980s.,James Gray,Jessica Chastain,Anne Hathaway,Anthony Hopkins,Jeremy Strong,as Maryanne Trump,as Esther Graff,as Aaron Graff,as Irving Graff,"https://m.media-amazon.com/images/M/MV5BMTU1MDM5NjczOF5BMl5BanBnXkFtZTcwOTY2MDE4OA@@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTRhNzQ3NGMtZmQ1Mi00ZTViLTk3OTgtOTk0YzE2YTgwMmFjXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_UY317_CR20,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTg5ODk1NTc5Ml5BMl5BanBnXkFtZTYwMjAwOTI4._V1_UY317_CR6,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYjM4M2M5MjAtMTg1MC00MjczLWI5NmQtZTI0MjJiODMyYTZlXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY317_CR6,0,214,317_AL_.jpg",https://www.imdb.com/name/nm0336695/,https://www.imdb.com/name/nm1567113?ref_=tt_cl_t_1,https://www.imdb.com/name/nm0004266?ref_=tt_cl_t_2,https://www.imdb.com/name/nm0000164?ref_=tt_cl_t_3,https://www.imdb.com/name/nm0834989?ref_=tt_cl_t_4,https://imdb.com/title/tt10343028/,"https://m.media-amazon.com/images/M/MV5BYTNhMmFjMjktY2I1OS00MzZhLWJiMzktODViMjFiMjcyMDhkXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UY209_CR179,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQj6huv4XIR84nQsNDs4FjYY11_rfONCp48cVP9DpoJ6ZG4YPHbjnsvfJEIiNI&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ87w1BXHs5WIGEuEJTNekYHK8kAlApILuKtN4FAQpoqKAWsBrLVmV1VTzFHw&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYwVUUZmaaWPSAS5hSkNqfd84hYwymJCDYecnEAuBIkT0X1sV6kWqPNMq1Vto&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0JbVIuuWEKg08CDCcfoMDTuSk24Y96cCsQQcs3gq7cpJta4C-ZncoSxndFw&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRN8fFRje-6fFbT0C7mYcL3qNH3NSvy4gPjyXtoHSVp_g7XYmRXA2jiUYecXQ&s
11,11,The Bad Guys,2022,6.9,64,21081,100,"Animation, Adventure, Comedy            ","Several reformed yet misunderstood criminal animals attempt to become good, with some disastrous results along the way.",Pierre Perifel,Sam Rockwell,Marc Maron,Awkwafina,Craig Robinson,as Wolf,as Snake,as Tarantula,as Shark,"https://m.media-amazon.com/images/M/MV5BMTc2NTM3MzE5NF5BMl5BanBnXkFtZTcwMjg4NDMwNA@@._V1_UY317_CR4,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTUwMjkxMTI5Ml5BMl5BanBnXkFtZTcwNTU0NDAwNA@@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTU0NTUwNjkyN15BMl5BanBnXkFtZTgwMjM0NzEzMTI@._V1_UY317_CR7,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTU4MjIyMTU2Nl5BMl5BanBnXkFtZTcwMzExODEyMw@@._V1_UY317_CR30,0,214,317_AL_.jpg",https://www.imdb.com/name/nm2010048/,https://www.imdb.com/name/nm0005377?ref_=tt_cl_t_1,https://www.imdb.com/name/nm0549505?ref_=tt_cl_t_2,https://www.imdb.com/name/nm5377144?ref_=tt_cl_t_3,https://www.imdb.com/name/nm0732497?ref_=tt_cl_t_4,https://imdb.com/title/tt8115900/,"https://m.media-amazon.com/images/M/MV5BMDhkYmU0MzctMWEzNy00ODg1LWI3ZjAtMGZlZjkzNWVmMzVjXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_UX140_CR0,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5u0SjAjYWvNm3JX9cABlFEmrcB3hZstOYzlSzxG7I3T_spFi2L5oEUzBIrQ&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEPJ97tdgyE-BmG9ptnzoh1W2-EH7_VsuOu96WazAqqwAw0XKaJEL_0vg2Pg&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRuNZFI2ep3YrvLb8xf5BX8MVatMSGGK2VCPJzRcQj2nxawOIaCkZbKhtiXTA&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJmAahbqMT4rD4rcvmV09eLMJxKoMb4Q-zSIbDRbzoCfEnHnTw9oYJYcM2bzY&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9BXE_Wbwezs2m4YEjdObJll5clMaI32kQLyaANdP_71UhEPdt4Ja3fzFc0g&s
12,12,Jackass Forever,2022,6.9,74,37377,96,"Documentary, Action, Comedy            ","After 11 years, the Jackass crew is back for another crusade.",Jeff Tremaine,Johnny Knoxville,Steve-O,Chris Pontius,Dave England,as Self,as Self,as Self,as Self,"https://m.media-amazon.com/images/M/MV5BMTE5Mjk5OTMxMV5BMl5BanBnXkFtZTYwODMyNDE0._V1_UY317_CR8,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjIyNTAzOTM2N15BMl5BanBnXkFtZTYwNjE5MDM4._V1_UY317_CR12,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMmNlZjhjODAtYmNjMy00NjRjLTk1YTYtYzIzOTMwZjM3M2YzXkEyXkFqcGdeQXVyODc2Njg3OTQ@._V1_UY317_CR30,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BOTIwNDQ2MDYyOV5BMl5BanBnXkFtZTcwNzYyMDkwOA@@._V1_UY317_CR10,0,214,317_AL_.jpg",https://www.imdb.com/name/nm0871860/,https://www.imdb.com/name/nm0424216?ref_=tt_cl_t_1,https://www.imdb.com/name/nm0828177?ref_=tt_cl_t_2,https://www.imdb.com/name/nm0690686?ref_=tt_cl_t_3,https://www.imdb.com/name/nm0257424?ref_=tt_cl_t_4,https://imdb.com/title/tt11466222/,"https://m.media-amazon.com/images/M/MV5BNTdmMDNmYmItOWFmNC00YzdkLWIyZWMtMGRlMTQyZDZmNDU0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTd28ZocBPNlEs4XHTMQYuM9h0f7Yxlj-fXrmxmmW04K2wfAAZ-EfFQLmkyXdc&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOY0Aoz4gOIeg2aHasJH5q3m2jI4BxpNe3BG3ob0oqF7Hj6nHxaEI9blkYKA&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiOQnUXUmPETHJ9zLZ8nc41MS3XGNIbhCGNsIQBkApbsxZ0veIj2_n2_acDg&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsYlR34rxWogjpgzW8avxP0pNLfXC9rRdsq5kivR8RCLvAWpEzeluhm5bWafg&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6Uj-VcrsrXUTOvy4UiUh_gwHjRB3nQRFicVlknDuHAEz5u2i6K0ja8-NHTck&s
13,13,The Adam Project,2022,6.7,55,172726,106,"Action, Adventure, Comedy            ","After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self for a mission to save the future.",Shawn Levy,Ryan Reynolds,Walker Scobell,Mark Ruffalo,Jennifer Garner,as Big Adam,as Young Adam,as Louis Reed,as Ellie Reed,"https://m.media-amazon.com/images/M/MV5BODFmN2VmZmEtYTRjZi00ZjY1LTgxYjQtODMyNDI3ZDk4ZTJiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY317_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYjVjYTQ4MDYtYzYxOC00NGYyLWE0YTAtM2Q2YjViYmI4ZTg5XkEyXkFqcGdeQXVyMTI0MDc3MjA0._V1_UY317_CR91,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNWIzZTI1ODUtZTUzMC00NTdiLWFlOTYtZTg4MGZkYmU4YzNlXkEyXkFqcGdeQXVyNTExOTk5Nzg@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNTA4MDgzMTc1Nl5BMl5BanBnXkFtZTcwNjQyMjIwNQ@@._V1_UY317_CR14,0,214,317_AL_.jpg",https://www.imdb.com/name/nm0506613/,https://www.imdb.com/name/nm0005351?ref_=tt_cl_t_1,https://www.imdb.com/name/nm11880640?ref_=tt_cl_t_2,https://www.imdb.com/name/nm0749263?ref_=tt_cl_t_3,https://www.imdb.com/name/nm0004950?ref_=tt_cl_t_4,https://imdb.com/title/tt2463208/,"https://m.media-amazon.com/images/M/MV5BOWM0YWMwMDQtMjE5NS00ZTIwLWE1NWEtODViMWZjMWI2OTU3XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UY209_CR0,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpnsw4zznZjXXzRRwudPJjIXUzDT5a0v8X8n6Mj3WitZ7EAyanqOs5de7W5A4&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjv-qgypX2ffEhxmdJucC8pTbY0B8pQ_-GR6jJxRDmtsWRMQN9Ia2pA9ncX-c&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQM5eyoNvypibgWrrxTI_9j9hkdb8ZbnaFlmZJkJWRoMwKte0hXsBEpOMJgjRo&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSnF8ReEk5chBudMehB2zbW5Ouw6hLprmuIBirr2ruOCxjbNuoYDj8vj7iDfA&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRm4PD_cNLtfkFkM7IsL-Y3vtAM3dxUKwu3dGaj4mBMz7gyvTv1JOwtaEKOXA&s
14,14,Fresh,2022,6.7,67,40520,114,"Comedy, Horror, Thriller            ",The horrors of modern dating seen through one young woman's defiant battle to survive her new boyfriend's unusual appetites.,Mimi Cave,Daisy Edgar-Jones,Sebastian Stan,Jojo T. Gibbs,Andrea Bang,as Noa,as Steve,as Mollie,as Penny,"https://m.media-amazon.com/images/M/MV5BZWMzNTE4NTMtYWU0My00ZTQ5LWEyNmUtNjk4NmU0YjY3YmIzXkEyXkFqcGdeQXVyODU0OTkyNTk@._V1_UY317_CR20,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNTk2OGU4NzktODhhOC00Nzc2LWIyNzYtOWViMjljZGFiNTMxXkEyXkFqcGdeQXVyMTE1NTQwOTk@._V1_UY317_CR15,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYmI2YjUzYjktM2RkMC00MjEyLWIxMjAtYjRmMWIyN2I4OTNiXkEyXkFqcGdeQXVyMTI2Nzk3NzI4._V1_UY317_CR14,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTcxNDU4MTM1Ml5BMl5BanBnXkFtZTgwNjg3MTU0MDI@._V1_UX214_CR0,0,214,317_AL_.jpg",https://www.imdb.com/name/nm6470216/,https://www.imdb.com/name/nm8402992?ref_=tt_cl_t_1,https://www.imdb.com/name/nm1659221?ref_=tt_cl_t_2,https://www.imdb.com/name/nm6851510?ref_=tt_cl_t_3,https://www.imdb.com/name/nm4490375?ref_=tt_cl_t_4,https://imdb.com/title/tt13403046/,"https://m.media-amazon.com/images/M/MV5BZTgxMGQ2ZDctYWY4Yy00YTI4LWIxMmYtOWViMGI5ZDIwMmFiXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_UX140_CR0,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgY8nNQw8F4-OCvkhg7Hmz-RgtlYfvTQHuTv7AubKj8OpqF04evJmn6fHggFY&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSll4mZgCFiwC3ez-MpeiKERG13oXnlsv8871i8W9PhgPwArrIsMEuYUZRXm1o&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCTi__Vz-yMo92o69eWzbzNURajLSGBGc3t83N4hvm5fYn_unohKKbhWuE1iM&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdj9gFAFGnBV8kfJZbbgFERG0O1IE5EPsUrFe-NbbIfcbefp-e24EGojk72A&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4283Xf1hyt_ah6wEldipyi4x5QRmI9Jrka4JN6v-XbKlryVaUzoY63XNftJc&s
15,15,Sonic the Hedgehog 2,2022,6.6,47,45252,122,"Action, Adventure, Comedy            ","When the manic Dr Robotnik returns to Earth with a new ally, Knuckles the Echidna, Sonic and his new friend Tails is all that stands in their way.",Jeff Fowler,James Marsden,Jim Carrey,Ben Schwartz,Tika Sumpter,as Tom Wachowski,as Dr. Robotnik,as Sonic,as Maddie Wachowski,"https://m.media-amazon.com/images/M/MV5BMTQyOTUzNjc0MF5BMl5BanBnXkFtZTcwNTYyMDYzMw@@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTQwMjAwNzI0M15BMl5BanBnXkFtZTcwOTY1MTMyOQ@@._V1_UY317_CR22,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYzlkZDE3NjktNDNjOC00YWFjLTg3NTAtMWVmZDlmYmY2NGI3XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BOGZjOWM0OTUtOWQ5ZS00ZWE4LTkwMjYtODg3OWJmYmIyNjI0XkEyXkFqcGdeQXVyMTA3NzU0NDg@._V1_UY317_CR20,0,214,317_AL_.jpg",https://www.imdb.com/name/nm1733778/,https://www.imdb.com/name/nm0005188?ref_=tt_cl_t_1,https://www.imdb.com/name/nm0000120?ref_=tt_cl_t_2,https://www.imdb.com/name/nm2355635?ref_=tt_cl_t_3,https://www.imdb.com/name/nm1754366?ref_=tt_cl_t_4,https://imdb.com/title/tt12412888/,"https://m.media-amazon.com/images/M/MV5BMGI1NjA1MjUtNGQxNC00NDYyLThjODgtZjFkZjQ4OGM0NDc5XkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_UX140_CR0,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSduoPNKOe450gwdhSDu15ZWYOw_g8qh7Y1qIplYUah0rwHfg7yE0SVMCQIPA&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTz_2UY2Gj7lZF-oZyHREFZ43_Z-AfdbvPuHGWgCPCFADqXcJVwhRDvEQr_5DA&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjJLdiwWdqo2uCFhxtcjkQEuiL-5I_28vwxFpCFeBSybIVdR5Xep5yHn8mCB0&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxcKUAYEsLIHqtyUUTr3O9ODiOOKM5CCJZoAnB-aMN9uBUHicOi34397mXSaI&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6kOtqqE8-G8V2VOnp2E1u1CnFt36AGXFGJFR0Rh8h95yMb-Vb2_h0SWCL5A&s
16,16,Dog,2022,6.5,61,21890,101,"Comedy, Drama            ",Two former Army Rangers are paired against their will on the road trip of a lifetime. Briggs (Channing Tatum) and Lulu (a Belgian Malinois) race down the Pacific Coast to get to a fellow soldier's funeral on time.,Reid Carolin,Channing Tatum,Ryder McLaughlin,Aavi Haas,Luke Forbes,as Jackson Briggs,as Deli Teenager,as Deli Manager,as Ranger Jones,"https://m.media-amazon.com/images/M/MV5BMTUyOTc2NTEwNV5BMl5BanBnXkFtZTgwNDgxMjMxNjE@._V1_UY317_CR59,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjM0NDE5MzAwOV5BMl5BanBnXkFtZTgwNzYwNjAzNjM@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNTY2ODcyMTItZDVjMi00OGRlLTgwZTMtZThjN2YwNGUxMDU0XkEyXkFqcGdeQXVyNjA3NDA3OTg@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BOGM1MjkzZTUtYmEwMC00ZWM0LWI5OTYtM2JjM2RiZDM5MTE1XkEyXkFqcGdeQXVyMjM1NTAyNTI@._V1_UY317_CR290,0,214,317_AL_.jpg",https://www.imdb.com/name/nm1730221/,https://www.imdb.com/name/nm1475594?ref_=tt_cl_t_1,https://www.imdb.com/name/nm9208180?ref_=tt_cl_t_2,https://www.imdb.com/name/nm3590810?ref_=tt_cl_t_3,https://www.imdb.com/name/nm4380467?ref_=tt_cl_t_4,https://imdb.com/title/tt11252248/,"https://m.media-amazon.com/images/M/MV5BYjA2MDM2YjctYzNhNC00NGEzLWFmYWEtODExODFkNmUyOGE2XkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_UY209_CR0,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJuEXmTSKR9l58eXylbu8B1sjphPPZSH1M5BMYmwVrVaUergeQa7XfcG6rKZk&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPb0n2CBToQ-hK9855xO1hAcIariO0Ivm45Wkh0z48nyScTpC6R4rPhLlXdZQ&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFhiWD9Bp7SXM_HP8_TlWzuvs7MF-mPYa7LV0h8Q7Gy6ii7TjuJikwKWaZTOE&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdurFOqrSLe1EoVXwvxumBz4qBQhzLXXTfUeQFyJ6xMyWGcmOC_RmvRYXscLs&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTagma-A-PkMPXrzZbn5akRb2lTiiBJSRRHDkDEgtKrddZbNAxXwpTGwXLvwD8&s
17,17,Uncharted,2022,6.4,45,132074,116,"Action, Adventure            ","Street-smart Nathan Drake is recruited by seasoned treasure hunter Victor ""Sully"" Sullivan to recover a fortune amassed by Ferdinand Magellan, and lost 500 years ago by the House of Moncada.",Ruben Fleischer,Tom Holland,Mark Wahlberg,Antonio Banderas,Sophia Ali,as Nathan Drake,as Victor Sullivan,as Santiago Moncada,as Chloe Frazer,"https://m.media-amazon.com/images/M/MV5BNzZiNTEyNTItYjNhMS00YjI2LWIwMWQtZmYwYTRlNjMyZTJjXkEyXkFqcGdeQXVyMTExNzQzMDE0._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTU0MTQ4OTMyMV5BMl5BanBnXkFtZTcwMTQxOTY1NA@@._V1_UY317_CR14,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTUyOTQ3NTYyNF5BMl5BanBnXkFtZTcwMTY2NjIzNQ@@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNzAyMGZhYTYtMDQ3MS00ZDc4LWE3NjctMzI4Y2JiYjlkNmY5XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY317_CR52,0,214,317_AL_.jpg",https://www.imdb.com/name/nm0281508/,https://www.imdb.com/name/nm4043618?ref_=tt_cl_t_1,https://www.imdb.com/name/nm0000242?ref_=tt_cl_t_2,https://www.imdb.com/name/nm0000104?ref_=tt_cl_t_3,https://www.imdb.com/name/nm1496115?ref_=tt_cl_t_4,https://imdb.com/title/tt1464335/,"https://m.media-amazon.com/images/M/MV5BMWEwNjhkYzYtNjgzYy00YTY2LThjYWYtYzViMGJkZTI4Y2MyXkEyXkFqcGdeQXVyNTM0OTY1OQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS00hr2rMUHgajf824SxU62uPC1FaDOj53n4XQvICHlTPQmRg2bCCaQX1HJRg&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjmphkncLuPQPK6wguste_wGX3TC-8mkQdumLTJdgxeLM_7mjvFHZ8OMa0oag&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSF2zHeAH3C4557ULy-D7P_ha3kvPdfdur64QyKQMKhaV4Z7G5X4oZPO2NM5w&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGqkilvJgC36lNm2aS4U7mDmEbrQvJwrq4JqRTryK3eyMVNpHOhkbbKvfn26o&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ59Zz29UKK2yCUer5wC9L6j0R1GlZXRXrKiWrmUclGbL0DHCV1XXdmuiUKQCo&s
18,18,Scream,2022,6.4,60,92979,114,"Horror, Mystery, Thriller            ","25 years after a streak of brutal murders shocked the quiet town of Woodsboro, Calif., a new killer dons the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town's deadly past.",Matt Bettinelli-Olpin,Neve Campbell,Courteney Cox,David Arquette,Melissa Barrera,as Sidney Prescott,as Gale Weathers,as Dewey Riley,as Sam Carpenter,"https://m.media-amazon.com/images/M/MV5BODc1MDdlZGQtMmYyNC00ZWRiLTlmYWMtNDNhYTU0YTI4YjlmXkEyXkFqcGdeQXVyMTIzMDcyMzA@._V1_UY317_CR17,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTA4OTczNDExNDNeQTJeQWpwZ15BbWU3MDUyNTIzMTM@._V1_UY317_CR7,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjEzODYyNjg3NV5BMl5BanBnXkFtZTcwMzYwOTgyNg@@._V1_UY317_CR15,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNjg4OTgxMTctZDI0MC00ODY4LWEzNmItZjAwNjQ0NGQ1NDQxXkEyXkFqcGdeQXVyNzYyMTMyODk@._V1_UY317_CR2,0,214,317_AL_.jpg",https://www.imdb.com/name/nm2366012/,https://www.imdb.com/name/nm0000117?ref_=tt_cl_t_1,https://www.imdb.com/name/nm0001073?ref_=tt_cl_t_2,https://www.imdb.com/name/nm0000274?ref_=tt_cl_t_3,https://www.imdb.com/name/nm4574440?ref_=tt_cl_t_4,https://imdb.com/title/tt11245972/,"https://m.media-amazon.com/images/M/MV5BYjExYTcwYmYtMWY2Zi00MGJlLTk3YjUtZTU1Zjg4MDc0Y2FjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR0,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwCuDRHtDGDeIF3le90KlHSNGKqghCBybt9crlbiYboLR3ruxgfqAPWemI2w&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPK9g4nSgbEWAfJrgg-kHdwipK50NKPSaErKKomb_kB_irzpy85w1OU61Q95I&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvUJ3Dzgr5scp5OQCGHN3KeonfGDftI-ZIpR6oteUVdCkfcm7uLILL9Lir3g&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSV_G_vqrostWGbdNqqwwJPUyKsb7RJHYPSG47CODWcbrmeCpJo4_yI6MLfXA&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8CvtAShULCccKo_rBQ8TjJG8g5qouMWjcoOmMBm6vnPKQSBGRXEgj50A3Kg&s
19,19,Men,2022,6.3,65,8993,100,"Drama, Horror, Sci-Fi            ",A young woman goes on a solo vacation to the English countryside following the death of her ex-husband.,Alex Garland,Jessie Buckley,Rory Kinnear,Paapa Essiedu,Gayle Rankin,as Harper,as Geoffrey,as James,as Riley,"https://m.media-amazon.com/images/M/MV5BNjlmMmQ2MzktMzY3Zi00ZWRiLThiOTAtNDMyYWY2YTBmYzU3XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTQwOTMwMDM5OV5BMl5BanBnXkFtZTcwODQ1MDExOA@@._V1_UY317_CR6,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BOTBjNzI1OTItY2YzYS00YTdmLTg5ODktODE1ZjlhMzk1MDc5XkEyXkFqcGdeQXVyMTc5MTI2MzA@._V1_UY317_CR33,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BZWZmYTVhMGYtODY2YS00ZTNhLWFmMzgtZjY3NGE1NzhmOGNlXkEyXkFqcGdeQXVyMzA0NDgyMDU@._V1_UX214_CR0,0,214,317_AL_.jpg",https://www.imdb.com/name/nm0307497/,https://www.imdb.com/name/nm2976580?ref_=tt_cl_t_1,https://www.imdb.com/name/nm1239499?ref_=tt_cl_t_2,https://www.imdb.com/name/nm5469396?ref_=tt_cl_t_3,https://www.imdb.com/name/nm4587360?ref_=tt_cl_t_4,https://imdb.com/title/tt13841850/,"https://m.media-amazon.com/images/M/MV5BZGQ2ZDNiMjgtMTNhNS00MjUxLWFkYTMtYTI1OTE0MmQ2MmJkXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_UY209_CR0,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUV67NP1MJ6DzHN5W5p_dQJzlUkvki8KFjaogpQ0fK0Io2w4EQKoXZ3VDz2Q&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfT8u4_QBeo2Nq1IuZcBUGt75dFEIxcal1IFd_mH2xeaepNyORpscgrbHiFws&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQT77b0lnJg32yWMJ4N-7hw7oqUkJMdcNnlxFF92xK9DOrDsqDLItfi9Q6Zkw&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtHBamL6sbEoGSyh9Cnld7SQEUbhdXbhcLL1e5AnJsvDm9bYzPkF_7xnBxqQ&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSbD-g6gGzVxww7jR5gkrJd6VDLQgEEqd7_dwV7KxRaHTlVJ6X-5vOKzeW4IQ&s
