,id,movie,year,imdb,metascore,votes,runtime,genres,storyPlot,director,actor1,actor2,actor3,actor4,actor1_as,actor2_as,actor3_as,actor4_as,actor1_pic,actor2_pic,actor3_pic,actor4_pic,director_link,actor1_link,actor2_link,actor3_link,actor4_link,links,small_posters,google_image1,google_image2,google_image3,google_image4,google_image5
20,20,Death on the Nile,2022,6.3,52,116773,127,"Crime, Drama, Mystery            ","While on vacation on the Nile, Hercule Poirot must investigate the murder of a young heiress.",Kenneth Branagh,Tom Bateman,Annette Bening,Kenneth Branagh,Russell Brand,as Bouc,as Euphemia Bouc,as Hercule Poirot,as Windlesham,"https://m.media-amazon.com/images/M/MV5BOTQ5MmUwNzctNGQwNi00MTdiLThlMmItNWFlMzNlOTQyOTViXkEyXkFqcGdeQXVyMjI4MDI0NTM@._V1_UY317_CR14,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTc4ODQ1ODM5Ml5BMl5BanBnXkFtZTcwOTU2NDk3OQ@@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjI0NTQ4Mjk5Ml5BMl5BanBnXkFtZTcwMDc1NjkzNw@@._V1_UY317_CR3,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTUxMzA2Nzk0N15BMl5BanBnXkFtZTcwMDgwMTEwNQ@@._V1_UY317_CR4,0,214,317_AL_.jpg",https://www.imdb.com/name/nm0000110/,https://www.imdb.com/name/nm5290643?ref_=tt_cl_t_1,https://www.imdb.com/name/nm0000906?ref_=tt_cl_t_2,https://www.imdb.com/name/nm0000110?ref_=tt_cl_t_3,https://www.imdb.com/name/nm1258970?ref_=tt_cl_t_4,https://imdb.com/title/tt7657566/,"https://m.media-amazon.com/images/M/MV5BNjI4ZTQ1OTYtNTI0Yi00M2EyLThiNjMtMzk1MmZlOWMyMDQwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UY209_CR0,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUCbGT_SBvXfEJrqlYBVz7Z9EsHbXT84aSy6xNC2Uf-faFoFQQj0g9d5mkoQ&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThtuDmapYQ03orTr8kwjm98E_LhTn5omF9-lGoL66ztfCj3jzhNnG6jwx37t4&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSm8hecrtZtC583dasah19HCqj-SLi-UFfH8UeC_H3wSgOUoFmMTFvuYTakLd4&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRr9kxFZOh7Md5RZqtOvEgHLceTz9ERe9U9FrTs0Hjyu9l4QcLcxcY_iwBVPJ4&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9KaY7yyObBxKAe-pGdMUIuMdTMfpR9nKSF_0sjcmAvzDidsvcScWsSi8I5Yo&s
21,21,Fantastic Beasts: The Secrets of Dumbledore,2022,6.2,47,93077,142,"Action, Adventure, Fantasy            ",Albus Dumbledore assigns Newt and his allies with a mission related to the rising power of Grindelwald.,David Yates,Eddie Redmayne,Jude Law,Ezra Miller,Dan Fogler,as Newt Scamander,as Albus Dumbledore,as Credence Barebone,as Jacob Kowalski,"https://m.media-amazon.com/images/M/MV5BMTU0MjEyNzQyM15BMl5BanBnXkFtZTcwMTc4ODUxOQ@@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTMwOTg5NTQ3NV5BMl5BanBnXkFtZTcwNzM3MDAzNQ@@._V1_UY317_CR6,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BOTQ2YmNlZDEtM2EwNi00N2JhLTk3ZDktMjBmNzYwYWI1OWZmXkEyXkFqcGdeQXVyNjk1MjYyNTA@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BODcyOWZlNzEtZmRkMy00NTljLTg0NDctNmI4ZTJlMmVkOTZlXkEyXkFqcGdeQXVyMTE4NTMxNjI@._V1_UY317_CR65,0,214,317_AL_.jpg",https://www.imdb.com/name/nm0946734/,https://www.imdb.com/name/nm1519666?ref_=tt_cl_t_1,https://www.imdb.com/name/nm0000179?ref_=tt_cl_t_2,https://www.imdb.com/name/nm3009232?ref_=tt_cl_t_3,https://www.imdb.com/name/nm0283945?ref_=tt_cl_t_4,https://imdb.com/title/tt4123432/,"https://m.media-amazon.com/images/M/MV5BZGQ1NjQyNDMtNzFlZS00ZGIzLTliMWUtNGJkMGMzNTBjNDg0XkEyXkFqcGdeQXVyMTE1NDI5MDQx._V1_UY209_CR0,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzucmROkU7fmGdZqfySdtEu_Zw4FwmP1vG1rcy2i_ZEbu46EsSE3nJ5q8LHg&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdpDzdetTvnEEKlMSVMZnjS3c07DgrGuIFBHJa36LtT0cqbKYTt6-bqnSrcg&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMHh37Gl9dTqFiA19PcBjXtrhO5yNpqHz_INW_IAXn0r00ZPwv76PGtKBhug&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFFlG6GPjVOld4W9sCUBIpqXCcGg8310pSpuZteZtwDUytKvrCA8CRVQ9DdQ&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9NQgxoM4Z1POHYrrX1aTHhkQJQzZ98lCv02PoPtcz8AcPNNLNsdPgoU8s54c&s
22,22,The Lost City,2022,6.2,60,65501,112,"Action, Adventure, Comedy            ",A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.,Aaron Nee,Sandra Bullock,Channing Tatum,Daniel Radcliffe,Da'Vine Joy Randolph,as Loretta Sage,as Alan,as Abigail Fairfax,as Beth Hatten,"https://m.media-amazon.com/images/M/MV5BMTI5NDY5NjU3NF5BMl5BanBnXkFtZTcwMzQ0MTMyMw@@._V1_UY317_CR1,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTUyOTc2NTEwNV5BMl5BanBnXkFtZTgwNDgxMjMxNjE@._V1_UY317_CR59,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BZmE0NzNiNzQtYTVlYS00MjljLWE4MTgtYzYxNjU2NjZkM2M4XkEyXkFqcGdeQXVyNjY5NDgzNjQ@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTk0NTQ1ODcwNV5BMl5BanBnXkFtZTcwOTE0MjUyOQ@@._V1_UY317_CR1,0,214,317_AL_.jpg",https://www.imdb.com/name/nm1887480/,https://www.imdb.com/name/nm0000113?ref_=tt_cl_t_1,https://www.imdb.com/name/nm1475594?ref_=tt_cl_t_2,https://www.imdb.com/name/nm0705356?ref_=tt_cl_t_3,https://www.imdb.com/name/nm5007768?ref_=tt_cl_t_4,https://imdb.com/title/tt13320622/,"https://m.media-amazon.com/images/M/MV5BMmIwYzFhODAtY2I1YS00ZDdmLTkyYWQtZjI5NDIwMDc2MjEyXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UY209_CR0,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7qEwhmNMrcvdLaG0f9XEmw5iZMavtfk_dOwSjmfcVgVyXsdBflErYezf0ug&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsuSrgdXu0KzByPaaZ_JlPsl31uRM9qGMMK70UGvwhns-9sJfDEm_Foirupr4&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGRFqmqt23VVs5G0EaL4-vBDhwBqrv3nQL1r2C2H_V9QK71x6zNUtdoGZzUg&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlAwI8D_075Rm3W-j7B2GWZmRfjaaVmgh7cC3hkMP_GlZPOuR5DcI-xm5aPdM&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_1mjxLRQp5EYmkX-XKvRgT5u51mMmznK9JXVSZgeu9VPOs8LG068bFwdAcGc&s
23,23,Ambulance,2022,6.1,55,46162,136,"Action, Crime, Drama            ",Two robbers steal an ambulance after their heist goes awry.,Michael Bay,Jake Gyllenhaal,Yahya Abdul-Mateen II,Eiza González,Garret Dillahunt,as Danny Sharp,as Will Sharp,as Cam Thompson,as Captain Monroe,"https://m.media-amazon.com/images/M/MV5BNjA0MTU2NDY3MF5BMl5BanBnXkFtZTgwNDU4ODkzMzE@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMzAzZmFmMjAtYTE1Yy00ZWViLWE2YWYtYjUzZWE3MDVlMWIwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY317_CR2,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTU4MjA5M2EtNmQ2OC00YjdhLWEyYWMtYzdiOTRkZWM3NGM2XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY317_CR174,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNGU2YjQ5MGQtMzAyYy00MGM0LWFhYmMtZmYxNjFiZjliYmNjXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY317_CR34,0,214,317_AL_.jpg",https://www.imdb.com/name/nm0000881/,https://www.imdb.com/name/nm0350453?ref_=tt_cl_t_1,https://www.imdb.com/name/nm5584344?ref_=tt_cl_t_2,https://www.imdb.com/name/nm2555462?ref_=tt_cl_t_3,https://www.imdb.com/name/nm0226813?ref_=tt_cl_t_4,https://imdb.com/title/tt4998632/,"https://m.media-amazon.com/images/M/MV5BYjUyN2VlZGEtNGEyZC00YjViLTgwYmQtZDJiM2FlOTU3Mjg2XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UX140_CR0,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGzuklFSR9e7vLq6n-7zQ06EsGU1cOTyeXqSR3PgA-bVGbPgquAx9w8iwlPks&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEVPIkOmSJFLHwj2noSBWVmDXnEXExmoJEidpdeNQI54f48RYDxvjxeFRRYDg&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6HJvwUioY4hSUeYpVp15H6cRU2y6LyNh5ZFYTWjVqZtEqSv1wKulRvc_9aA&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSR4Bpcfa9pgfBQ6_IgJ4sHaK2sCAucUpJW7hywQr-3KmNKzyLr-3kLYHN4lw&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2FuWV5G35IzikBi8fKFumxmpelR6NfT0fzibMAKZa6TNczD9WuciEZtqdnv8&s
24,24,All the Old Knives,2022,6.1,62,17338,101,"Mystery, Thriller            ","Two CIA agents and ex-lovers (Chris Pine and Thandiwe Newton) are brought back together years after a failed rescue attempt and forced to blur the lines between profession and passion in this deeply riveting tale of global espionage, moral dilemma and deadly betrayal.",Janus Metz,Goksin Erdemli,Kasia Madera,Chris Pine,Thandiwe Newton,as Turkish Airlines Stewardess,as News Reporter #1,as Henry Pelham,as Celia Harrison,"https://m.media-amazon.com/images/M/MV5BY2Y5Y2JmNTUtODY2My00NGI5LWEyNjgtYTJjZWIxNTI1YWY2XkEyXkFqcGdeQXVyNDEwOTcxOTA@._V1_UY317_CR15,0,214,317_AL_.jpg",,"https://m.media-amazon.com/images/M/MV5BMTM4OTQ4NTU3NV5BMl5BanBnXkFtZTcwNjEwNDU0OQ@@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNjMzNTAxNDUwNV5BMl5BanBnXkFtZTcwMjMyNjI5MQ@@._V1_UY317_CR15,0,214,317_AL_.jpg",https://www.imdb.com/name/nm2178458/,https://www.imdb.com/name/nm12588647?ref_=tt_cl_t_1,https://www.imdb.com/name/nm4371455?ref_=tt_cl_t_2,https://www.imdb.com/name/nm1517976?ref_=tt_cl_t_3,https://www.imdb.com/name/nm0628601?ref_=tt_cl_t_4,https://imdb.com/title/tt3706352/,"https://m.media-amazon.com/images/M/MV5BNTZhNDM0MGItYjIwYS00NTMzLWIxYmUtZjIwM2Q4NDhjY2EyXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_UY209_CR1,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTRbyw3QQ4iKYCIIQik-qNYzs-15DF3kqM9BjJoQlNcCmaxFkH8ViGsYzICBQ&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2kwNqRPErAmc0QHB48MYDfBGFervSLijugwojVoi934vTlOEpWPMQKCJq_MQ&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJlkWue-nrAAXdJsN8h3HV_DoEpTtuOoDrLFDvYqZwiYjzoBDS40a3K3V7Bw&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3aDqkxUa6_vSMq_ObPRwjLcnKGkF7zgHLGCyT61B7MdmsACo4hDMlfvFduw&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNfTr89pyvdHMAjZwiJ_urPb3ZbXuaaM83W7zYkDbyJit1RKaNv0e1Xcqhcg&s
25,25,No Exit,2022,6.1,54,19242,95,"Drama, Mystery, Thriller            ","During a blizzard and stranded at an isolated highway rest stop in the mountains, a college student discovers a kidnapped child hidden in a car belonging to one of the people inside.",Damien Power,Havana Rose Liu,Danny Ramirez,David Rysdahl,Mila Harris,as Darby,as Ash,as Lars,as Jay,"https://m.media-amazon.com/images/M/MV5BYjBlMWI0MmMtYzA0ZC00ZDUwLTg5NjMtNjMzYmE0NTBlMTMwXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_UY317_CR17,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BOWE0MTIyMDctMzgwYi00YWNlLWI3YTgtM2FiYjZiMmVjZWQzXkEyXkFqcGdeQXVyODU3MDE4ODU@._V1_UY317_CR12,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjhlYjJlMjktMjgyNC00N2MzLWJhZDUtYzliOTIzOTRmZGZjXkEyXkFqcGdeQXVyMjM4NDg2MjQ@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BZjMxNjY5ZDItYmYzYi00NDNhLWEyZTItZGU4YjgxNGJiMmM1XkEyXkFqcGdeQXVyMTA0MzIzNDU5._V1_UY317_CR20,0,214,317_AL_.jpg",https://www.imdb.com/name/nm2010936/,https://www.imdb.com/name/nm10023988?ref_=tt_cl_t_1,https://www.imdb.com/name/nm6639989?ref_=tt_cl_t_2,https://www.imdb.com/name/nm3314705?ref_=tt_cl_t_3,https://www.imdb.com/name/nm9176319?ref_=tt_cl_t_4,https://imdb.com/title/tt7550014/,"https://m.media-amazon.com/images/M/MV5BYTc4M2Q2Y2YtMjM0MS00ZTEyLWExYmMtMjEzNjlmNTNjMWYxXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_UY209_CR0,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNjwFHdO-j0lPzDQmemCElDqZnGR0TRw2ORSZsdVI-Yh_D7paf3gPRakNJn-Q&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvjYSes--Ac-jQqLIApfqpvBCRjQd09WyyysygcPz-DlBSiwKzHXEYwsLZig&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWBgJH7jXKEYwR3uNW3HOEviL_cyvC433GTKBQ7N0aKTtulV-RCA8zoLz5NA&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7pFD0Tva15uF3za5rSkxL7cmdzdEugT07zg4L9gcenZvSZX57DoEhEpSoEDI&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfoBdIR0-TBIEA80mBPdAf7YOxLfRhdzSWC-JdA-lJ1N6D_jwyeZmjJXxeTw&s
26,26,Jurassic World: Dominion,2022,6.0,38,38113,146,"Action, Adventure, Sci-Fi            ","Four years after the destruction of Isla Nublar, dinosaurs now live--and hunt--alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history's most fearsome creatures in a new Era.",Colin Trevorrow,Chris Pratt,Bryce Dallas Howard,Laura Dern,Sam Neill,as Owen Grady,as Claire Dearing,as Ellie Sattler,as Alan Grant,"https://m.media-amazon.com/images/M/MV5BNDU1NjU0MzA5NF5BMl5BanBnXkFtZTgwNTg5OTY2MjI@._V1_UY317_CR10,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNzExZDkyNWItMDYzNS00MGVlLTllZTctMjYyZGE1MmY0MThhXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UY317_CR20,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjI3NzY0MDQxMF5BMl5BanBnXkFtZTcwNzMwMzcyNw@@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjUyMTU0MzA0MF5BMl5BanBnXkFtZTgwNTA4MTQ4NjM@._V1_UX214_CR0,0,214,317_AL_.jpg",https://www.imdb.com/name/nm1119880/,https://www.imdb.com/name/nm0695435?ref_=tt_cl_t_1,https://www.imdb.com/name/nm0397171?ref_=tt_cl_t_2,https://www.imdb.com/name/nm0000368?ref_=tt_cl_t_3,https://www.imdb.com/name/nm0000554?ref_=tt_cl_t_4,https://imdb.com/title/tt8041270/,"https://m.media-amazon.com/images/M/MV5BOTBjMjA4NmYtN2RjMi00YWZlLTliYTktOTIwMmNkYjYxYmE1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHbVD5EV7jkVBz08BXw5iNmhK2AJLrYWMLYk-8inTogqlQTD0h-jLtgECPzQ&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdMgKT4ova1N8pFSuk_1umVdwj-CzGDi172h0ZqopG_P2Oo67l7RbUtnSf2Is&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-4SLsh0YpI5YeUnpBN1xv4ylsGyX0os17Fcup-K6B804nwgkonam8iDvrFg&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDWElzmPd149W2nTiDYvBipEOdIkH-t7FD4X62YPBiJ39HDQKuGdXHbNPfBqQ&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSujTl2_JJT5a23YwoUsk64mEpZxx481obxdwS1OWLLfWF9x68zvTF91EOmqA&s
27,27,Hotel Transylvania: Transformania,2022,6.0,46,27332,87,"Animation, Adventure, Comedy            ","After one experiment, Johnny turns into a monster and everyone else becomes human. Now it has to be seen whether they will be able to reverse this experiment.",Derek Drymon,Andy Samberg,Selena Gomez,Kathryn Hahn,Jim Gaffigan,as Jonathan,as Mavis,as Ericka,as Van Helsing,"https://m.media-amazon.com/images/M/MV5BNDg3NDk3ODI0Ml5BMl5BanBnXkFtZTgwOTE3MTE4NTM@._V1_UY317_CR7,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjAwNTE2MDMyMl5BMl5BanBnXkFtZTgwMjAyODM3MTI@._V1_UY317_CR12,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjE1OTcxNDczMl5BMl5BanBnXkFtZTcwMDA1NDcyMQ@@._V1_UY317_CR14,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNjMzNmYzODktNmEyZC00OWQ4LWI4MGUtOWNiYTg0NWNkZjRhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY317_CR131,0,214,317_AL_.jpg",https://www.imdb.com/name/nm0238757/,https://www.imdb.com/name/nm1676221?ref_=tt_cl_t_1,https://www.imdb.com/name/nm1411125?ref_=tt_cl_t_2,https://www.imdb.com/name/nm1063517?ref_=tt_cl_t_3,https://www.imdb.com/name/nm0300712?ref_=tt_cl_t_4,https://imdb.com/title/tt9848626/,"https://m.media-amazon.com/images/M/MV5BYWJmNzRiMWEtNzk3Ni00OGU5LThlMDctYmJhMTA1YzEzNjY4XkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_UY209_CR0,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSp8-LA8vNUvDUUoq5nDWlVQArsRGeBjLnZkc5PSrG6ZHiwp8QKm90Q3y8drGA&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuAbY5jfollGMPUt69rcpOf2gSO6yKOWTd7GxDlotz1SD9cuZEoteKOEfZee0&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjQEND-Zdpr2ILws2vfpnKRAJjtbCKOhl1-5CKADJkUlCEg6D1p3DJiFwP_es&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWKzsOXmi_KW0CRc2xd1Gh8v5DMB_TMWV09WaDiOqH5KWpRGyQyK2BlmiNpg&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQek110-uNNemKEXHc-qhIZaGYa_2rD9H5rPAEHpNumIMgdu5FnvsAVwt3e7g&s
28,28,The Contractor,2022,5.8,52,13570,103,"Action, Thriller            ","A discharged U.S. Special Forces sergeant, James Harper, risks everything for his family when he joins a private contracting organization.",Tarik Saleh,Chris Pine,Gillian Jacobs,Sander Thomas,Toby Dixon,as James Harper,as Brianne,as Jack Harper,as Young James,"https://m.media-amazon.com/images/M/MV5BMTM4OTQ4NTU3NV5BMl5BanBnXkFtZTcwNjEwNDU0OQ@@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTk5OTc5MTM1OV5BMl5BanBnXkFtZTcwMTU4NDI1NA@@._V1_UY317_CR8,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNzljM2JlMTgtZGU1ZS00MTNkLTkxOWItN2I3Nzg4YjMwMDBmXkEyXkFqcGdeQXVyMTAyNzQyODUx._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYjViZjZhZTItM2M3OS00NDg0LTljMTktNTE5ZDdmYzdjNzhmXkEyXkFqcGdeQXVyMjAwODU4ODk@._V1_UY317_CR20,0,214,317_AL_.jpg",https://www.imdb.com/name/nm0757975/,https://www.imdb.com/name/nm1517976?ref_=tt_cl_t_1,https://www.imdb.com/name/nm1843026?ref_=tt_cl_t_2,https://www.imdb.com/name/nm7870704?ref_=tt_cl_t_3,https://www.imdb.com/name/nm11123470?ref_=tt_cl_t_4,https://imdb.com/title/tt10323676/,"https://m.media-amazon.com/images/M/MV5BOWQ3MDg1MTgtMmI4ZC00YjU3LWIyZGEtNmRkNzI0Y2QyN2ExXkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_UY209_CR0,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4wGzgw4VuXwJ4t0vATOmcBYOlXPSE2lVg39cWUWlkPyyujT8mg3e0Ufyuhg&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRMcWUmz0G13mDJPFGfsnbqcq5QxgjeYRS9jw9jCcpRfI9beJWTNKBYBWB1A&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxbcc30Ob8z-SkhQvQ8LUOlToOdDg3XjNPimcC3mOJQFdTPpy5L-94HErxwl4&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzQBnJzSuBBUxs-O-s-Ilo3yryAqrQfNXRdsWI2UMB97QeI_1T4hVLzpBD8so&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUXsb09cftEZs-PvuXltW-ZCfQashpUVHbe7M0O-n8Ii8ugx4-yLC0Sa-QdWA&s
29,29,Dual,2022,5.8,62,4263,94,"Sci-Fi, Thriller            ","A woman opts for a cloning procedure after she receives a terminal diagnosis but when she recovers her attempts to have her clone decommissioned fail, leading to a court-mandated duel to the death.",Riley Stearns,Karen Gillan,Aaron Paul,Beulah Koale,Theo James,as Sarah,as Trent,as Peter,as Robert Michaels,"https://m.media-amazon.com/images/M/MV5BMTQwMDQ0NDk1OV5BMl5BanBnXkFtZTcwNDcxOTExNg@@._V1_UY317_CR2,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTY1OTY5NjI5NV5BMl5BanBnXkFtZTcwODA4MjM0OA@@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BOTQxM2I3Y2EtZjhmYS00MGU4LWJlNGQtZjU4MmQ5NWUzMzA0XkEyXkFqcGdeQXVyNTE0NjQ1OTk@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BODc4ZWI3OWYtMGRhYi00MGJkLThjYWUtYjk3MmU5MTQzOTY2XkEyXkFqcGdeQXVyMTgzNjAyMjM@._V1_UY317_CR12,0,214,317_AL_.jpg",https://www.imdb.com/name/nm2720681/,https://www.imdb.com/name/nm2394794?ref_=tt_cl_t_1,https://www.imdb.com/name/nm0666739?ref_=tt_cl_t_2,https://www.imdb.com/name/nm3872230?ref_=tt_cl_t_3,https://www.imdb.com/name/nm3772243?ref_=tt_cl_t_4,https://imdb.com/title/tt9005184/,"https://m.media-amazon.com/images/M/MV5BZWE4ZWMwOTYtZDkyYi00NWEwLTgyNWYtNWNkNjhlMjBmZTJmXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UY209_CR0,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQme6HQmwT8c7pcjSCbbKtz0JcxZbG-r_kLlfsPAD1gJSVcZ5r_7-W4u4S9Fco&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqwLWethqT0wmObmXkSXSDG8URA1lW_1gx5j1nLymPV5-NhlULkgydI8b4JrE&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdTerjYZhWR9GO5HZzbXKW1aYn1B3-at5DY_4xgIDmp0XstY1xMqpJJU0_TUA&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0GFwj0e90FFvh-1QOawOHYFojQOb_vWxB6GFqG0KQ3nc-O5WFugU2SSBJrqs&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-PGDg9I_anGr_0_ZVu9TU97n0zvVDEg3CyS7SN7s_bv_WNHQHvVDOQg78_g&s
